D049994	Sodium Potassium Chloride Symporter Inhibitors	Agents that inhibit SODIUM-POTASSIUM-CHLORIDE SYMPORTERS which are concentrated in the thick ascending limb at the junction of the LOOP OF HENLE and KIDNEY TUBULES, DISTAL. They act as DIURETICS. Excess use is associated with HYPOKALEMIA and HYPERGLYCEMIA.
D020123	Sirolimus	A macrolide compound obtained from Streptomyces hygroscopicus that acts by selectively blocking the transcriptional activation of cytokines thereby inhibiting cytokine production. It is bioactive only when bound to IMMUNOPHILINS. Sirolimus is a potent immunosuppressant and possesses both antifungal and antineoplastic properties.
D051436	Renal Insufficiency, Chronic	Conditions in which the KIDNEYS perform below the normal level for more than three months. Chronic kidney insufficiency is classified by five stages according to the decline in GLOMERULAR FILTRATION RATE and the degree of kidney damage (as measured by the level of PROTEINURIA). The most severe form is the end-stage renal disease (CHRONIC KIDNEY FAILURE). (Kidney Foundation: Kidney Disease Outcome Quality Initiative, 2002)
D012514	Sarcoma, Kaposi	A multicentric, malignant neoplastic vascular proliferation characterized by the development of bluish-red cutaneous nodules, usually on the lower extremities, most often on the toes or feet, and slowly increasing in size and number and spreading to more proximal areas. The tumors have endothelium-lined channels and vascular spaces admixed with variably sized aggregates of spindle-shaped cells, and often remain confined to the skin and subcutaneous tissue, but widespread visceral involvement may occur. Kaposi's sarcoma occurs spontaneously in Jewish and Italian males in Europe and the United States. An aggressive variant in young children is endemic in some areas of Africa. A third form occurs in about 0.04% of kidney transplant patients. There is also a high incidence in AIDS patients. (From Dorland, 27th ed & Holland et al., Cancer Medicine, 3d ed, pp2105-7) HHV-8 is the suspected cause.
D012878	Skin Neoplasms	Tumors or cancer of the SKIN.
D007414	Intestinal Neoplasms	Tumors or cancer of the INTESTINES.
D002292	Carcinoma, Renal Cell	A heterogeneous group of sporadic or hereditary carcinoma derived from cells of the KIDNEYS. There are several subtypes including the clear cells, the papillary, the chromophobe, the collecting duct, the spindle cells (sarcomatoid), or mixed cell-type carcinoma.
D015433	Glomerulonephritis, Membranous	A type of glomerulonephritis that is characterized by the accumulation of immune deposits (COMPLEMENT MEMBRANE ATTACK COMPLEX) on the outer aspect of the GLOMERULAR BASEMENT MEMBRANE. It progresses from subepithelial dense deposits, to basement membrane reaction and eventual thickening of the basement membrane.
D009395	Nephritis, Interstitial	Inflammation of the interstitial tissue of the kidney. This term is generally used for primary inflammation of KIDNEY TUBULES and/or surrounding interstitium. For primary inflammation of glomerular interstitium, see GLOMERULONEPHRITIS. Infiltration of the inflammatory cells into the interstitial compartment results in EDEMA, increased spaces between the tubules, and tubular renal dysfunction.
D003556	Cystitis	Inflammation of the URINARY BLADDER, either from bacterial or non-bacterial causes. Cystitis is usually associated with painful urination (dysuria), increased frequency, urgency, and suprapubic pain.
D001285	Atropine	An alkaloid, originally from Atropa belladonna, but found in other plants, mainly SOLANACEAE. Hyoscyamine is the 3(S)-endo isomer of atropine.
C002630	alpha,beta-methyleneadenosine 5'-triphosphate	None
C042375	4-diphenylacetoxy-1,1-dimethylpiperidinium	None
C054938	methoctramine	None
D010890	Pirenzepine	An antimuscarinic agent that inhibits gastric secretion at lower doses than are required to affect gastrointestinal motility, salivary, central nervous system, cardiovascular, ocular, and urinary function. It promotes the healing of duodenal ulcers and due to its cytoprotective action is beneficial in the prevention of duodenal ulcer recurrence. It also potentiates the effect of other antiulcer agents such as CIMETIDINE and RANITIDINE. It is generally well tolerated by patients.
D002217	Carbachol	A slowly hydrolyzed CHOLINERGIC AGONIST that acts at both MUSCARINIC RECEPTORS and NICOTINIC RECEPTORS.
D011188	Potassium	An element in the alkali group of metals with an atomic symbol K, atomic number 19, and atomic weight 39.10. It is the chief cation in the intracellular fluid of muscle and other cells. Potassium ion is a strong electrolyte that plays a significant role in the regulation of fluid volume and maintenance of the WATER-ELECTROLYTE BALANCE.
D007545	Isoproterenol	Isopropyl analog of EPINEPHRINE; beta-sympathomimetic that acts on the heart, bronchi, skeletal muscle, alimentary tract, etc. It is used mainly as bronchodilator and heart stimulant.
D010076	Oxazepam	A benzodiazepine used in the treatment of anxiety, alcohol withdrawal, and insomnia.
D013693	Temazepam	A benzodiazepine that acts as a GAMMA-AMINOBUTYRIC ACID modulator and anti-anxiety agent.
C515050	zopiclone	None
D003704	Dementia	An acquired organic mental disorder with loss of intellectual abilities of sufficient severity to interfere with social or occupational functioning. The dysfunction is multifaceted and involves memory, behavior, personality, judgment, attention, spatial relations, language, abstract thought, and other executive functions. The intellectual decline is usually progressive, and initially spares the level of consciousness.
D007319	Sleep Initiation and Maintenance Disorders	Disorders characterized by impairment of the ability to initiate or maintain sleep. This may occur as a primary disorder or in association with another medical or psychiatric condition.
D005221	Fatigue	The state of weariness following a period of exertion, mental or physical, characterized by a decreased capacity for work and reduced efficiency to respond to stimuli.
D014826	Vocal Cord Paralysis	Congenital or acquired paralysis of one or both VOCAL CORDS. This condition is caused by defects in the CENTRAL NERVOUS SYSTEM, the VAGUS NERVE and branches of LARYNGEAL NERVES. Common symptoms are VOICE DISORDERS including HOARSENESS or APHONIA.
D004221	Disulfiram	A carbamate derivative used as an alcohol deterrent. It is a relatively nontoxic substance when administered alone, but markedly alters the intermediary metabolism of alcohol. When alcohol is ingested after administration of disulfiram, blood acetaldehyde concentrations are increased, followed by flushing, systemic vasodilation, respiratory difficulties, nausea, hypotension, and other symptoms (acetaldehyde syndrome). It acts by inhibiting aldehyde dehydrogenase.
C580162	Hereditary Sensory and Autonomic Neuropathy Type Ie	None
D010292	Paresthesia	Subjective cutaneous sensations (e.g., cold, warmth, tingling, pressure, etc.) that are experienced spontaneously in the absence of stimulation.
D000431	Ethanol	A clear, colorless liquid rapidly absorbed from the gastrointestinal tract and distributed throughout the body. It has bactericidal activity and is used often as a topical disinfectant. It is widely used as a solvent and preservative in pharmaceutical preparations as well as serving as the primary ingredient in ALCOHOLIC BEVERAGES.
D001259	Ataxia	Impairment of the ability to perform smoothly coordinated voluntary movements. This condition may affect the limbs, trunk, eyes, pharynx, larynx, and other structures. Ataxia may result from impaired sensory or motor function. Sensory ataxia may result from posterior column injury or PERIPHERAL NERVE DISEASES. Motor ataxia may be associated with CEREBELLAR DISEASES; CEREBRAL CORTEX diseases; THALAMIC DISEASES; BASAL GANGLIA DISEASES; injury to the RED NUCLEUS; and other conditions.
D006685	Hoarseness	An unnaturally deep or rough quality of voice.
D011115	Polyneuropathies	Diseases of multiple peripheral nerves simultaneously. Polyneuropathies usually are characterized by symmetrical, bilateral distal motor and sensory impairment with a graded increase in severity distally. The pathological processes affecting peripheral nerves include degeneration of the axon, myelin or both. The various forms of polyneuropathy are categorized by the type of nerve affected (e.g., sensory, motor, or autonomic), by the distribution of nerve injury (e.g., distal vs. proximal), by nerve component primarily affected (e.g., demyelinating vs. axonal), by etiology, or by pattern of inheritance.
D006493	Heparin	A highly acidic mucopolysaccharide formed of equal parts of sulfated D-glucosamine and D-glucuronic acid with sulfaminic bridges. The molecular weight ranges from six to twenty thousand. Heparin occurs in and is obtained from liver, lung, mast cells, etc., of vertebrates. Its function is unknown, but it is used to prevent blood clotting in vivo and vitro, in the form of many different salts.
D012170	Retinal Vein Occlusion	Blockage of the RETINAL VEIN. Those at high risk for this condition include patients with HYPERTENSION; DIABETES MELLITUS; ATHEROSCLEROSIS; and other CARDIOVASCULAR DISEASES.
D002996	Clomiphene	A triphenyl ethylene stilbene derivative which is an estrogen agonist or antagonist depending on the target tissue. Note that ENCLOMIPHENE and ZUCLOMIPHENE are the (E) and (Z) isomers of Clomiphene respectively.
D007247	Infertility, Female	Diminished or absent ability of a female to achieve conception.
D013923	Thromboembolism	Obstruction of a blood vessel (embolism) by a blood clot (THROMBUS) in the blood stream.
D009759	Nystagmus, Pathologic	Involuntary movements of the eye that are divided into two types, jerk and pendular. Jerk nystagmus has a slow phase in one direction followed by a corrective fast phase in the opposite direction, and is usually caused by central or peripheral vestibular dysfunction. Pendular nystagmus features oscillations that are of equal velocity in both directions and this condition is often associated with visual loss early in life. (Adams et al., Principles of Neurology, 6th ed, p272)
D014700	Verapamil	A calcium channel blocker that is a class IV anti-arrhythmia agent.
D006471	Gastrointestinal Hemorrhage	Bleeding in any segment of the GASTROINTESTINAL TRACT from ESOPHAGUS to RECTUM.
D014456	Ulcer	A lesion on the surface of the skin or a mucous surface, produced by the sloughing of inflammatory necrotic tissue.
D050197	Atherosclerosis	A thickening and loss of elasticity of the walls of ARTERIES that occurs with formation of ATHEROSCLEROTIC PLAQUES within the ARTERIAL INTIMA.
D006632	Histamine	An amine derived by enzymatic decarboxylation of HISTIDINE. It is a powerful stimulant of gastric secretion, a constrictor of bronchial smooth muscle, a vasodilator, and also a centrally acting neurotransmitter.
D004872	Ergocalciferols	Derivatives of ERGOSTEROL formed by ULTRAVIOLET RAYS breaking of the C9-C10 bond. They differ from CHOLECALCIFEROL in having a double bond between C22 and C23 and a methyl group at C24.
D002784	Cholesterol	The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.
D010634	Phenobarbital	A barbituric acid derivative that acts as a nonselective central nervous system depressant. It potentiates GAMMA-AMINOBUTYRIC ACID action on GABA-A RECEPTORS, and modulates chloride currents through receptor channels. It also inhibits glutamate induced depolarizations.
D006333	Heart Failure	A heterogeneous condition in which the heart is unable to pump out sufficient blood to meet the metabolic need of the body. Heart failure can be caused by structural defects, functional abnormalities (VENTRICULAR DYSFUNCTION), or a sudden overload beyond its capacity. Chronic heart failure is more common than acute heart failure which results from sudden insult to cardiac function, such as MYOCARDIAL INFARCTION.
C025946	3-methyladenine	None
D003221	Confusion	A mental state characterized by bewilderment, emotional disturbance, lack of clear thinking, and perceptual disorientation.
D014635	Valproic Acid	A fatty acid with anticonvulsant and anti-manic properties that is used in the treatment of EPILEPSY and BIPOLAR DISORDER. The mechanisms of its therapeutic actions are not well understood. It may act by increasing GAMMA-AMINOBUTYRIC ACID levels in the brain or by altering the properties of VOLTAGE-GATED SODIUM CHANNELS.
D002188	Cannabis	The plant genus in the Cannabaceae plant family, Urticales order, Hamamelidae subclass. The flowering tops are called many slang terms including pot, marijuana, hashish, bhang, and ganja. The stem is an important source of hemp fiber.
C031942	argatroban	None
D008107	Liver Diseases	Pathological processes of the LIVER.
D000995	Antitubercular Agents	Drugs used in the treatment of tuberculosis. They are divided into two main classes: "first-line" agents, those with the greatest efficacy and acceptable degrees of toxicity used successfully in the great majority of cases; and "second-line" drugs used in drug-resistant cases or those in which some other patient-related condition has compromised the effectiveness of primary therapy.
D017114	Liver Failure, Acute	A form of rapid-onset LIVER FAILURE, also known as fulminant hepatic failure, caused by severe liver injury or massive loss of HEPATOCYTES. It is characterized by sudden development of liver dysfunction and JAUNDICE. Acute liver failure may progress to exhibit cerebral dysfunction even HEPATIC COMA depending on the etiology that includes hepatic ISCHEMIA, drug toxicity, malignant infiltration, and viral hepatitis such as post-transfusion HEPATITIS B and HEPATITIS C.
D006525	Hepatitis, Viral, Human	INFLAMMATION of the LIVER in humans due to infection by VIRUSES. There are several significant types of human viral hepatitis with infection caused by enteric-transmission (HEPATITIS A; HEPATITIS E) or blood transfusion (HEPATITIS B; HEPATITIS C; and HEPATITIS D).
D014376	Tuberculosis	Any of the infectious diseases of man and other animals caused by species of MYCOBACTERIUM TUBERCULOSIS.
D001927	Brain Diseases	Pathologic conditions affecting the BRAIN, which is composed of the intracranial components of the CENTRAL NERVOUS SYSTEM. This includes (but is not limited to) the CEREBRAL CORTEX; intracranial white matter; BASAL GANGLIA; THALAMUS; HYPOTHALAMUS; BRAIN STEM; and CEREBELLUM.
D001929	Brain Edema	Increased intracellular or extracellular fluid in brain tissue. Cytotoxic brain edema (swelling due to increased intracellular fluid) is indicative of a disturbance in cell metabolism, and is commonly associated with hypoxic or ischemic injuries (see HYPOXIA, BRAIN). An increase in extracellular fluid may be caused by increased brain capillary permeability (vasogenic edema), an osmotic gradient, local blockages in interstitial fluid pathways, or by obstruction of CSF flow (e.g., obstructive HYDROCEPHALUS). (From Childs Nerv Syst 1992 Sep; 8(6):301-6)
D016751	Hepatitis E	Acute INFLAMMATION of the LIVER in humans; caused by HEPATITIS E VIRUS, a non-enveloped single-stranded RNA virus. Similar to HEPATITIS A, its incubation period is 15-60 days and is enterically transmitted, usually by fecal-oral transmission.
D002493	Central Nervous System Diseases	Diseases of any component of the brain (including the cerebral hemispheres, diencephalon, brain stem, and cerebellum) or the spinal cord.
D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	A neoplasm characterized by abnormalities of the lymphoid cell precursors leading to excessive lymphoblasts in the marrow and other organs. It is the most common cancer in children and accounts for the vast majority of all childhood leukemias.
D017254	Leukemic Infiltration	A pathologic change in leukemia in which leukemic cells permeate various organs at any stage of the disease. All types of leukemia show various degrees of infiltration, depending upon the type of leukemia. The degree of infiltration may vary from site to site. The liver and spleen are common sites of infiltration, the greatest appearing in myelocytic leukemia, but infiltration is seen also in the granulocytic and lymphocytic types. The kidney is also a common site and of the gastrointestinal system, the stomach and ileum are commonly involved. In lymphocytic leukemia the skin is often infiltrated. The central nervous system too is a common site.
D056784	Leukoencephalopathies	Any of various diseases affecting the white matter of the central nervous system.
D020521	Stroke	A group of pathological conditions characterized by sudden, non-convulsive loss of neurological function due to BRAIN ISCHEMIA or INTRACRANIAL HEMORRHAGES. Stroke is classified by the type of tissue NECROSIS, such as the anatomic location, vasculature involved, etiology, age of the affected individual, and hemorrhagic vs. non-hemorrhagic nature. (From Adams et al., Principles of Neurology, 6th ed, pp777-810)
D004833	Epilepsy, Temporal Lobe	A localization-related (focal) form of epilepsy characterized by recurrent seizures that arise from foci within the TEMPORAL LOBE, most commonly from its mesial aspect. A wide variety of psychic phenomena may be associated, including illusions, hallucinations, dyscognitive states, and affective experiences. The majority of complex partial seizures (see EPILEPSY, COMPLEX PARTIAL) originate from the temporal lobes. Temporal lobe seizures may be classified by etiology as cryptogenic, familial, or symptomatic. (From Adams et al., Principles of Neurology, 6th ed, p321).
D007177	Inappropriate ADH Syndrome	A condition of HYPONATREMIA and renal salt loss attributed to overexpansion of BODY FLUIDS resulting from sustained release of ANTIDIURETIC HORMONES which stimulates renal resorption of water. It is characterized by normal KIDNEY function, high urine OSMOLALITY, low serum osmolality, and neurological dysfunction. Etiologies include ADH-producing neoplasms, injuries or diseases involving the HYPOTHALAMUS, the PITUITARY GLAND, and the LUNG. This syndrome can also be drug-induced.
D005472	Fluorouracil	A pyrimidine analog that is an antineoplastic antimetabolite. It interferes with DNA synthesis by blocking the THYMIDYLATE SYNTHETASE conversion of deoxyuridylic acid to thymidylic acid.
D003967	Diarrhea	An increased liquidity or decreased consistency of FECES, such as running stool. Fecal consistency is related to the ratio of water-holding capacity of insoluble solids to total water, rather than the amount of water present. Diarrhea is not hyperdefecation or increased fecal weight.
D014839	Vomiting	The forcible expulsion of the contents of the STOMACH through the MOUTH.
D013280	Stomatitis	INFLAMMATION of the soft tissues of the MOUTH, such as MUCOSA; PALATE; GINGIVA; and LIP.
D060831	Hand-Foot Syndrome	Chemotherapy-induced dermal side effects that are associated with the use of various CYTOSTATIC AGENTS. Symptoms range from mild ERYTHEMA and/or PARESTHESIA to severe ulcerative dermatitis with debilitating pain involving typically palmoplantar and intertriginous areas. These cutaneous manifestations are sometimes accompanied by nail anomalies.
D009496	Neurotensin	A biologically active tridecapeptide isolated from the hypothalamus. It has been shown to induce hypotension in the rat, to stimulate contraction of guinea pig ileum and rat uterus, and to cause relaxation of rat duodenum. There is also evidence that it acts as both a peripheral and a central nervous system neurotransmitter.
D002375	Catalepsy	A condition characterized by inactivity, decreased responsiveness to stimuli, and a tendency to maintain an immobile posture. The limbs tend to remain in whatever position they are placed (waxy flexibility). Catalepsy may be associated with PSYCHOTIC DISORDERS (e.g., SCHIZOPHRENIA, CATATONIC), nervous system drug toxicity, and other conditions.
C079087	SR 48692	None
D014867	Water	A clear, odorless, tasteless liquid that is essential for most animal and plant life and is an excellent solvent for many substances. The chemical formula is hydrogen oxide (H2O). (McGraw-Hill Dictionary of Scientific and Technical Terms, 4th ed)
D002303	Cardiac Output, Low	A state of subnormal or depressed cardiac output at rest or during stress. It is a characteristic of CARDIOVASCULAR DISEASES, including congenital, valvular, rheumatic, hypertensive, coronary, and cardiomyopathic. The serious form of low cardiac output is characterized by marked reduction in STROKE VOLUME, and systemic vasoconstriction resulting in cold, pale, and sometimes cyanotic extremities.
D007980	Levodopa	The naturally occurring form of DIHYDROXYPHENYLALANINE and the immediate precursor of DOPAMINE. Unlike dopamine itself, it can be taken orally and crosses the blood-brain barrier. It is rapidly taken up by dopaminergic neurons and converted to DOPAMINE. It is used for the treatment of PARKINSONIAN DISORDERS and is usually given with agents that inhibit its conversion to dopamine outside of the central nervous system.
D002230	Carbidopa	An inhibitor of DOPA DECARBOXYLASE that prevents conversion of LEVODOPA to dopamine. It is used in PARKINSON DISEASE to reduce peripheral adverse effects of LEVODOPA. It has no anti-parkinson activity by itself.
D008995	Monoamine Oxidase	An enzyme that catalyzes the oxidative deamination of naturally occurring monoamines. It is a flavin-containing enzyme that is localized in mitochondrial membranes, whether in nerve terminals, the liver, or other organs. Monoamine oxidase is important in regulating the metabolic degradation of catecholamines and serotonin in neural or target tissues. Hepatic monoamine oxidase has a crucial defensive role in inactivating circulating monoamines or those, such as tyramine, that originate in the gut and are absorbed into the portal circulation. (From Goodman and Gilman's, The Pharmacological Basis of Therapeutics, 8th ed, p415) EC 1.4.3.4.
D015103	Droxidopa	A synthetic precursor of norepinephrine that is used in the treatment of PARKINSONIAN DISORDERS and ORTHOSTATIC HYPOTENSION.
D005406	Bis(4-Methyl-1-Homopiperazinylthiocarbonyl)disulfide	An inhibitor of the last step of noradrenaline biosynthesis.
D010868	Pimozide	A diphenylbutylpiperidine that is effective as an antipsychotic agent and as an alternative to HALOPERIDOL for the suppression of vocal and motor tics in patients with Tourette syndrome. Although the precise mechanism of action is unknown, blockade of postsynaptic dopamine receptors has been postulated. (From AMA Drug Evaluations Annual, 1994, p403)
D006916	5-Hydroxytryptophan	The immediate precursor in the biosynthesis of SEROTONIN from tryptophan. It is used as an antiepileptic and antidepressant.
D054059	Coronary Occlusion	Complete blockage of blood flow through one of the CORONARY ARTERIES, usually from CORONARY ATHEROSCLEROSIS.
D013035	Spasm	An involuntary contraction of a muscle or group of muscles. Spasms may involve SKELETAL MUSCLE or SMOOTH MUSCLE.
D007099	Imipramine	The prototypical tricyclic antidepressant. It has been used in major depression, dysthymia, bipolar depression, attention-deficit disorders, agoraphobia, and panic disorders. It has less sedative effect than some other members of this therapeutic group.
D009241	Ipratropium	A muscarinic antagonist structurally related to ATROPINE but often considered safer and more effective for inhalation use. It is used for various bronchial disorders, in rhinitis, and as an antiarrhythmic.
D013806	Theophylline	A methyl xanthine derivative from tea with diuretic, smooth muscle relaxant, bronchial dilation, cardiac and central nervous system stimulant activities. Theophylline inhibits the 3',5'-CYCLIC NUCLEOTIDE PHOSPHODIESTERASE that degrades CYCLIC AMP thus potentiates the actions of agents that act through ADENYLYL CYCLASES and cyclic AMP.
D029424	Pulmonary Disease, Chronic Obstructive	A disease of chronic diffuse irreversible airflow obstruction. Subcategories of COPD include CHRONIC BRONCHITIS and PULMONARY EMPHYSEMA.
D011141	Polyuria	Urination of a large volume of urine with an increase in urinary frequency, commonly seen in diabetes (DIABETES MELLITUS; DIABETES INSIPIDUS).
D005334	Fever	An abnormal elevation of body temperature, usually as a result of a pathologic process.
D007970	Leukopenia	A decrease in the number of LEUKOCYTES in a blood sample below the normal range (LEUKOCYTE COUNT less than 4000).
D011224	Prazosin	A selective adrenergic alpha-1 antagonist used in the treatment of HEART FAILURE; HYPERTENSION; PHEOCHROMOCYTOMA; RAYNAUD DISEASE; PROSTATIC HYPERTROPHY; and URINARY RETENTION.
D014550	Urinary Incontinence, Stress	Involuntary discharge of URINE as a result of physical activities that increase abdominal pressure on the URINARY BLADDER without detrusor contraction or overdistended bladder. The subtypes are classified by the degree of leakage, descent and opening of the bladder neck and URETHRA without bladder contraction, and sphincter deficiency.
D014549	Urinary Incontinence	Involuntary loss of URINE, such as leaking of urine. It is a symptom of various underlying pathological processes. Major types of incontinence include URINARY URGE INCONTINENCE and URINARY STRESS INCONTINENCE.
D007548	Isosorbide Dinitrate	A vasodilator used in the treatment of ANGINA PECTORIS. Its actions are similar to NITROGLYCERIN but with a slower onset of action.
D017202	Myocardial Ischemia	A disorder of cardiac function caused by insufficient blood flow to the muscle tissue of the heart. The decreased blood flow may be due to narrowing of the coronary arteries (CORONARY ARTERY DISEASE), to obstruction by a thrombus (CORONARY THROMBOSIS), or less commonly, to diffuse narrowing of arterioles and other small vessels within the heart. Severe interruption of the blood supply to the myocardial tissue may result in necrosis of cardiac muscle (MYOCARDIAL INFARCTION).
D023921	Coronary Stenosis	Narrowing or constriction of a coronary artery.
D054058	Acute Coronary Syndrome	An episode of MYOCARDIAL ISCHEMIA that generally lasts longer than a transient anginal episode that ultimately may lead to MYOCARDIAL INFARCTION.
D017109	Akathisia, Drug-Induced	A condition associated with the use of certain medications and characterized by an internal sense of motor restlessness often described as an inability to resist the urge to move.
D009771	Obsessive-Compulsive Disorder	An anxiety disorder characterized by recurrent, persistent obsessions or compulsions. Obsessions are the intrusive ideas, thoughts, or images that are experienced as senseless or repugnant. Compulsions are repetitive and seemingly purposeful behavior which the individual generally recognizes as senseless and from which the individual does not derive pleasure although it may provide a release from tension.
D003865	Depressive Disorder, Major	Disorder in which five (or more) of the following symptoms have been present during the same 2-week period and represent a change from previous functioning; at least one of the symptoms is either (1) depressed mood or (2) loss of interest or pleasure. Symptoms include: depressed mood most of the day, nearly every daily; markedly diminished interest or pleasure in activities most of the day, nearly every day; significant weight loss when not dieting or weight gain; Insomnia or hypersomnia nearly every day; psychomotor agitation or retardation nearly every day; fatigue or loss of energy nearly every day; feelings of worthlessness or excessive or inappropriate guilt; diminished ability to think or concentrate, or indecisiveness, nearly every day; or  recurrent thoughts of death, recurrent suicidal ideation without a specific plan, or a suicide attempt. (DSM-5)
D001008	Anxiety Disorders	Persistent and disabling ANXIETY.
D006521	Hepatitis, Chronic	INFLAMMATION of the LIVER with ongoing hepatocellular injury for 6 months or more, characterized by NECROSIS of HEPATOCYTES and inflammatory cell (LEUKOCYTES) infiltration. Chronic hepatitis can be caused by viruses, medications, autoimmune diseases, and other unknown factors.
D004008	Diclofenac	A non-steroidal anti-inflammatory agent (NSAID) with antipyretic and analgesic actions. It is primarily available as the sodium salt.
C025136	phenylacetic acid	None
D002532	Intracranial Aneurysm	Abnormal outpouching in the wall of intracranial blood vessels. Most common are the saccular (berry) aneurysms located at branch points in CIRCLE OF WILLIS at the base of the brain. Vessel rupture results in SUBARACHNOID HEMORRHAGE or INTRACRANIAL HEMORRHAGES. Giant aneurysms (>2.5 cm in diameter) may compress adjacent structures, including the OCULOMOTOR NERVE. (From Adams et al., Principles of Neurology, 6th ed, p841)
D001165	Arteriovenous Malformations	Abnormal formation of blood vessels that shunt arterial blood directly into veins without passing through the CAPILLARIES. They usually are crooked, dilated, and with thick vessel walls. A common type is the congenital arteriovenous fistula. The lack of blood flow and oxygen in the capillaries can lead to tissue damage in the affected areas.
D020293	Vasculitis, Central Nervous System	Inflammation of blood vessels within the central nervous system. Primary vasculitis is usually caused by autoimmune or idiopathic factors, while secondary vasculitis is caused by existing disease process. Clinical manifestations are highly variable but include HEADACHE; SEIZURES; behavioral alterations; INTRACRANIAL HEMORRHAGES; TRANSIENT ISCHEMIC ATTACK; and BRAIN INFARCTION. (From Adams et al., Principles of Neurology, 6th ed, pp856-61)
D013345	Subarachnoid Hemorrhage	Bleeding into the intracranial or spinal SUBARACHNOID SPACE, most resulting from INTRACRANIAL ANEURYSM rupture. It can occur after traumatic injuries (SUBARACHNOID HEMORRHAGE, TRAUMATIC). Clinical features include HEADACHE; NAUSEA; VOMITING, nuchal rigidity, variable neurological deficits and reduced mental status.
D020300	Intracranial Hemorrhages	Bleeding within the SKULL, including hemorrhages in the brain and the three membranes of MENINGES. The escape of blood often leads to the formation of HEMATOMA in the cranial epidural, subdural, and subarachnoid spaces.
D005905	Glyburide	An antidiabetic sulfonylurea derivative with actions similar to those of chlorpropamide.
D013453	Sulfonylurea Compounds	None
D003924	Diabetes Mellitus, Type 2	A subclass of DIABETES MELLITUS that is not INSULIN-responsive or dependent (NIDDM). It is characterized initially by INSULIN RESISTANCE and HYPERINSULINEMIA; and eventually by GLUCOSE INTOLERANCE; HYPERGLYCEMIA; and overt diabetes. Type II diabetes mellitus is no longer considered a disease exclusively found in adults. Patients seldom develop KETOSIS but often exhibit OBESITY.
D014777	Virus Diseases	A general term for diseases caused by viruses.
D006470	Hemorrhage	Bleeding or escape of blood from a vessel.
D020896	Hypovolemia	An abnormally low volume of blood circulating through the body. It may result in hypovolemic shock (see SHOCK).
D013874	Thiopental	A barbiturate that is administered intravenously for the induction of general anesthesia or for the production of complete anesthesia of short duration.
D002545	Brain Ischemia	Localized reduction of blood flow to brain tissue due to arterial obstruction or systemic hypoperfusion. This frequently occurs in conjunction with brain hypoxia (HYPOXIA, BRAIN). Prolonged ischemia is associated with BRAIN INFARCTION.
D020301	Vasospasm, Intracranial	Constriction of arteries in the SKULL due to sudden, sharp, and often persistent smooth muscle contraction in blood vessels. Intracranial vasospasm results in reduced vessel lumen caliber, restricted blood flow to the brain, and BRAIN ISCHEMIA that may lead to hypoxic-ischemic brain injury (HYPOXIA-ISCHEMIA, BRAIN).
D005734	Gangrene	Death and putrefaction of tissue usually due to a loss of blood supply.
D014978	Xenon	A noble gas with the atomic symbol Xe, atomic number 54, and atomic weight 131.30. It is found in the earth's atmosphere and has been used as an anesthetic.
D009609	Nitrous Oxide	Nitrogen oxide (N2O). A colorless, odorless gas that is used as an anesthetic and analgesic. High concentrations cause a narcotic effect and may replace oxygen, causing death by asphyxia. It is also used as a food aerosol in the preparation of whipping cream.
D008628	Mercury	A silver metallic element that exists as a liquid at room temperature. It has the atomic symbol Hg (from hydrargyrum, liquid silver), atomic number 80, and atomic weight 200.59. Mercury is used in many industrial applications and its salts have been employed therapeutically as purgatives, antisyphilitics, disinfectants, and astringents. It can be absorbed through the skin and mucous membranes which leads to MERCURY POISONING. Because of its toxicity, the clinical use of mercury and mercurials is diminishing.
D009062	Mouth Neoplasms	Tumors or cancer of the MOUTH.
D011241	Prednisone	A synthetic anti-inflammatory glucocorticoid derived from CORTISONE. It is biologically inert and converted to PREDNISOLONE in the liver.
D012848	Sinoatrial Block	Disturbance in the atrial activation that is caused by transient failure of impulse conduction from the SINOATRIAL NODE to the HEART ATRIA. It is characterized by a delayed in heartbeat and pauses between P waves in an ELECTROCARDIOGRAM.
D014927	Wolff-Parkinson-White Syndrome	A form of ventricular pre-excitation characterized by a short PR interval and a long QRS interval with a delta wave. In this syndrome, atrial impulses are abnormally conducted to the HEART VENTRICLES via an ACCESSORY CONDUCTING PATHWAY that is located between the wall of the right or left atria and the ventricles, also known as a BUNDLE OF KENT. The inherited form can be caused by mutation of PRKAG2 gene encoding a gamma-2 regulatory subunit of AMP-activated protein kinase.
D012804	Sick Sinus Syndrome	A condition caused by dysfunctions related to the SINOATRIAL NODE including impulse generation (CARDIAC SINUS ARREST) and impulse conduction (SINOATRIAL EXIT BLOCK). It is characterized by persistent BRADYCARDIA, chronic ATRIAL FIBRILLATION, and failure to resume sinus rhythm following CARDIOVERSION. This syndrome can be congenital or acquired, particularly after surgical correction for heart defects.
D012460	Sulfasalazine	A drug that is used in the management of inflammatory bowel diseases. Its activity is generally considered to lie in its metabolic breakdown product, 5-aminosalicylic acid (see MESALAMINE) released in the colon. (From Martindale, The Extra Pharmacopoeia, 30th ed, p907)
D000013	Congenital Abnormalities	Malformations of organs or body parts during development in utero.
